sender_bank,sender_account,receiver_bank,receiver_account,amount,timestamp
001,666560,005,374245,44722.69535385893,2024-05-07 06:48:44
001,668600,005,375831,118717.3064308864,2024-07-11 00:25:47
005,377624,004,815215,108150.89156766294,2024-07-09 04:25:47
001,669720,005,372069,91586.2800015438,2024-07-10 20:25:47
004,813731,003,176780,104466.5269486675,2024-07-10 23:25:47
004,812331,004,813013,100248.14382480911,2024-07-10 01:25:47
005,377830,001,666554,111774.28894357845,2024-07-09 00:25:47
001,662902,004,817700,115931.6690271288,2024-07-08 17:25:47
004,819269,002,827501,96638.44536086817,2024-07-09 15:25:47
003,171279,001,661114,34771.899162055204,2024-01-17 08:39:07
001,666989,003,176250,6003.091495118662,2024-11-11 04:47:36
003,180367,002,821870,15716.91506084312,2024-01-22 05:19:42
002,820190,004,820059,20859.205130582824,2024-06-21 00:12:11
003,173891,004,814482,1677.060012292257,2024-11-10 16:05:28
001,663870,001,668747,35078.54938091835,2024-05-29 04:02:25
002,827075,001,668325,30260.846030258683,2024-01-16 06:25:20
003,174815,002,824736,20030.22904802774,2024-04-06 10:38:02
002,822548,002,820177,45819.59323606832,2024-06-25 11:50:15
004,819486,003,180571,20863.26201268264,2024-07-23 21:14:01
003,178180,005,373812,21198.167138338435,2024-01-21 10:51:16
001,668391,005,375687,9541.094388155843,2024-01-13 11:19:28
003,171082,001,667678,27762.58954892544,2024-03-27 23:42:53
004,811393,001,666781,9386.137437222162,2024-04-12 02:47:40
001,663747,001,663593,32908.669337324405,2024-05-25 14:30:34
005,368402,003,174346,105374.0125124708,2024-12-06 05:51:27
002,821341,001,664720,100747.92732837072,2024-12-05 05:51:27
005,371565,002,824041,80312.868877297,2024-12-06 16:51:27
001,664827,003,176501,111504.51276030322,2024-12-06 16:51:27
001,665988,004,819498,88414.09310469683,2024-12-05 03:51:27
002,824851,005,372289,81053.30862494532,2024-12-04 22:51:27
004,820301,002,827883,97793.38852691482,2024-12-05 03:51:27
005,372603,002,828648,107708.09395763406,2024-12-06 06:51:27
005,371428,004,815676,25384.54271078241,2024-10-05 18:54:07
005,375536,003,178146,42878.912428249365,2024-07-29 07:49:56
002,825899,003,180189,2878.3731391044626,2024-06-25 12:45:31
001,665449,001,667233,32559.08055207313,2024-04-14 18:23:34
001,663288,001,662018,24705.01113456025,2024-07-02 23:43:55
005,377867,001,662438,33411.042532077,2024-04-11 13:13:59
002,821094,005,369043,9837.557934115775,2024-05-20 09:01:27
001,670360,002,821321,29679.944013558845,2024-05-10 15:05:06
004,816320,004,812769,33152.78509129672,2024-08-20 23:32:35
002,826627,001,662371,42685.00201807746,2024-08-17 07:46:09
003,171097,005,369043,3534.332780090623,2024-06-14 05:33:38
003,172577,002,820937,31909.54168561623,2024-11-05 02:20:06
002,826086,003,173680,34442.43826925521,2024-09-10 07:07:04
004,815166,004,819577,22958.433699573,2024-10-08 16:28:21
002,824184,003,176621,16130.351066171492,2024-03-01 09:08:48
001,668571,002,823906,47987.34071502832,2024-03-05 16:24:14
004,815126,001,668101,6192.887183537091,2024-04-20 18:56:52
003,180323,002,829393,30931.582578125013,2024-04-26 21:08:01
001,665755,003,175375,30931.582578125013,2024-09-12 21:17:31
002,824826,003,180404,30931.582578125013,2024-04-25 20:02:10
005,375402,003,172904,12179.697856704888,2024-06-11 12:02:05
002,825617,005,375824,14433.99890718254,2024-08-25 17:28:18
002,826141,002,821756,2413.64512521311,2024-10-15 08:04:17
004,819883,001,662236,5678.312628371286,2024-07-13 08:24:41
005,377548,001,665434,15970.269904048168,2024-02-17 15:18:52
003,175524,003,176562,36565.11702097453,2024-05-08 22:17:35
004,815288,002,822206,9518.963225700709,2024-04-16 08:33:40
001,663089,002,829979,19854.08678495673,2024-10-15 09:13:29
002,827563,002,823855,48490.17001013172,2024-04-24 15:00:43
003,172851,005,372513,39827.74103172946,2024-03-15 17:13:13
002,824662,004,811153,9309.361717795882,2024-05-23 07:06:17
001,670234,002,821838,8247.913336241076,2024-11-02 08:26:10
001,669249,001,663825,42272.19018306587,2024-01-17 13:54:02
002,826988,002,823934,30662.29949664058,2024-11-18 11:08:47
002,827515,001,670835,32728.33973651732,2024-09-24 00:59:14
002,828817,004,818028,28758.123269218213,2024-09-05 05:28:11
001,667045,005,370915,22853.146805012093,2024-08-18 23:06:10
005,375615,002,828014,13859.617901543756,2024-03-02 13:49:54
004,816947,003,175325,40253.56756770832,2024-09-11 12:42:46
004,813733,003,178518,21743.143176151025,2024-06-22 00:44:38
005,374836,003,172853,30906.517592048724,2024-01-24 11:05:26
005,375575,005,373967,32670.445149990694,2024-02-15 20:06:16
002,827212,002,823211,94746.81520961184,2024-05-07 04:19:19
005,376248,001,668884,80844.89328502369,2024-05-07 01:19:19
001,666337,001,666580,108008.40090126709,2024-05-06 04:19:19
003,172115,004,810773,102738.20617705864,2024-05-07 12:19:19
002,824125,003,180754,86093.54098449464,2024-05-08 15:19:19
002,822808,003,172257,119485.05370664972,2024-05-07 04:19:19
004,819749,001,666943,82376.73717323509,2024-05-07 21:19:19
001,666012,003,180795,108450.9510201454,2024-05-07 19:19:19
003,172128,005,376902,23111.47627754448,2024-02-03 04:07:04
004,814583,004,811324,18826.232815626998,2024-06-15 08:57:11
003,170904,002,825520,36030.48583807112,2024-05-05 21:28:34
005,371546,001,662729,35112.47018711779,2024-10-06 03:46:45
003,177482,003,175877,13642.777683338376,2024-07-17 03:57:56
002,820679,003,175112,35578.15267210641,2024-01-30 23:30:36
005,374252,001,665823,43448.659003862434,2024-09-02 17:51:32
003,170877,004,816155,27240.20212202479,2024-04-22 10:45:46
004,818887,005,376905,1491.6416028723825,2024-02-07 09:20:18
001,668804,005,373715,12629.438381539776,2024-07-06 09:05:35
004,812719,001,669134,31441.74060675478,2024-04-03 07:51:15
003,180248,002,829546,31441.74060675478,2024-08-15 05:25:40
005,373902,002,820585,31441.74060675478,2024-06-30 08:37:39
004,817803,004,812324,46655.65221230524,2024-08-04 11:00:32
004,819029,003,175247,45703.8815933932,2024-04-08 14:40:49
001,670002,002,828539,35740.10116541337,2024-11-03 13:54:05
002,826448,001,667980,29356.862941951804,2024-11-16 16:02:29
004,815015,004,818154,48178.06034204621,2024-09-08 17:49:40
002,822257,002,826375,42067.5021279456,2024-08-29 03:33:07
005,369407,004,815507,21641.82217928145,2024-10-19 01:50:06
003,179146,005,377710,8090.06522222117,2024-11-14 08:13:17
005,370400,005,369546,14760.761328340164,2024-10-12 14:44:43
005,369168,002,824033,23986.901278008445,2024-01-17 08:31:33
001,663104,005,368829,3289.656286709249,2024-03-13 15:47:04
003,179114,001,663926,7847.021957116047,2024-06-18 07:24:30
003,174185,004,813434,44220.25694800564,2024-03-15 18:46:35
004,818981,003,171476,21564.66277156826,2024-05-05 00:02:21
002,827509,001,667540,44998.468382749816,2024-03-19 23:00:20
002,827469,002,826216,7336.903713325596,2024-06-30 06:51:57
001,666755,002,830001,47013.29086742208,2024-01-19 22:23:18
004,817582,002,823357,48864.17072969624,2024-10-16 08:34:43
005,375442,004,816344,7531.481607538037,2024-11-03 18:01:31
002,823615,002,825348,86411.00534501969,2024-06-03 02:46:07
004,813509,003,176031,87564.95611437368,2024-06-04 05:46:07
003,175588,005,370914,98998.51664216151,2024-06-02 10:46:07
004,816718,005,374021,116882.27894193532,2024-06-02 12:46:07
001,664776,004,819585,95231.22389942752,2024-06-02 14:46:07
004,813875,002,822181,84744.22112464297,2024-06-02 02:46:07
005,371934,001,661657,116362.35254464023,2024-06-03 20:46:07
001,663918,005,372465,29659.94657553449,2024-11-05 17:15:03
003,179108,003,174703,4946.546648991385,2024-11-16 13:00:14
002,824399,002,821630,22821.24654939412,2024-06-30 05:00:34
005,368403,005,367997,40532.73345150799,2024-02-10 17:40:16
001,661470,005,377800,3674.0870535091312,2024-02-25 16:22:37
005,375818,001,668044,36620.807235061184,2024-09-21 12:07:01
003,173565,005,369058,20894.243494150687,2024-08-16 15:22:12
003,178681,002,823390,3458.3584980261185,2024-07-19 18:40:23
002,830094,003,176268,48382.03030330857,2024-12-25 01:36:49
002,828009,002,823309,10898.06750735865,2024-06-02 18:01:18
003,171343,004,815953,27269.74050139413,2024-07-22 10:49:16
002,822969,005,372356,9059.672793916565,2024-01-24 16:00:05
003,178223,004,816245,26780.30168000937,2024-09-17 02:24:24
002,828740,004,817153,1335.1177913115623,2024-07-27 14:30:52
005,375295,003,175020,22239.19499582601,2024-08-16 13:28:23
001,661352,002,820817,13976.694575173702,2024-03-19 11:48:11
004,820588,004,812206,31882.58557508134,2024-09-29 07:26:40
004,815191,004,811957,7331.604611258401,2024-10-19 06:12:53
005,374871,001,664972,26204.915446527262,2024-10-12 06:45:09
004,813087,001,670606,10303.798257287492,2024-06-27 07:31:35
005,376151,003,180648,35108.566643991166,2024-10-27 15:36:21
005,376734,004,812987,30298.14761384497,2024-10-28 06:06:28
003,179346,002,822958,2819.6758631335188,2024-01-31 18:43:54
004,812352,002,826376,19571.15597034789,2024-03-15 06:29:32
002,827061,005,368065,10324.895204947528,2024-11-14 11:12:53
005,370934,001,666935,35612.29363913228,2024-07-01 15:33:02
003,179141,003,172830,41215.06730213969,2024-07-18 02:52:11
002,828216,002,825827,46167.46624812716,2024-10-16 04:43:30
003,171686,001,666811,29697.509265863537,2024-01-15 00:01:56
005,374688,002,825067,13920.3617160273,2024-04-02 11:38:48
004,819788,003,173140,30302.25595966073,2024-11-12 00:43:34
002,820962,002,821434,105950.25704711556,2024-09-16 00:59:31
004,814088,004,812915,110587.99892454004,2024-09-15 19:59:31
001,664026,004,812831,107659.1619051777,2024-09-13 21:59:31
004,812312,001,669366,115531.55794004032,2024-09-14 13:59:31
004,818134,002,821350,104370.26824636426,2024-09-15 15:59:31
002,821229,005,377363,100517.59739370616,2024-09-14 21:59:31
004,811926,004,817214,115227.53311298988,2024-09-14 04:59:31
004,817653,004,812533,96757.18849085575,2024-09-14 14:59:31
001,667457,003,172715,102429.99362401916,2024-03-17 15:53:51
003,171354,005,375802,7749.558734165394,2024-10-16 08:16:35
005,375927,005,375422,40393.84948328899,2024-11-05 16:38:21
002,821624,003,177874,11224.758304116564,2024-01-03 21:33:29
003,175203,005,372151,39831.59269504766,2024-12-06 04:16:48
001,665548,001,667637,16228.125320598872,2024-04-08 02:58:43
002,823067,001,661099,4107.0248302015225,2024-05-10 07:06:20
001,665751,004,818546,49167.12949348535,2024-11-21 01:54:14
001,667971,001,670670,30221.203678095462,2024-08-30 12:37:27
001,662757,004,817629,24496.23968960874,2024-03-04 12:03:08
003,172003,002,826847,1301.7318434956278,2024-10-28 20:46:21
001,669177,003,176037,12120.20130935009,2024-05-18 23:37:33
002,829420,003,173773,20780.512664602567,2024-02-14 12:48:38
002,820463,005,369098,39286.4735734532,2024-11-12 21:01:45
005,373355,005,376505,95225.8171151833,2024-08-24 03:36:56
004,811221,002,829363,99102.50737753412,2024-08-24 08:36:56
005,375648,005,372500,106064.32399522804,2024-08-24 09:36:56
001,668177,001,665697,110117.17546316225,2024-08-24 07:36:56
005,370093,003,173810,82244.79425781491,2024-08-25 16:36:56
003,173015,004,811739,116859.2264862892,2024-08-23 18:36:56
002,823268,005,371900,88884.20265987476,2024-08-24 01:36:56
002,826053,005,371093,97528.32481129216,2024-08-24 04:36:56
005,372588,003,171113,30364.919399869195,2024-04-22 12:25:56
003,173835,005,376254,30364.919399869195,2024-04-30 11:37:21
002,828482,004,816529,30364.919399869195,2024-02-10 06:46:37
004,818012,001,665066,41444.77580959754,2024-12-21 18:09:31
001,667351,002,826116,10137.909863330033,2024-02-08 00:37:15
001,663733,004,815376,30705.42392238318,2024-02-26 13:30:52
002,823613,005,373311,108106.41178404343,2024-04-13 07:01:04
005,369552,003,176240,107869.0980816223,2024-04-12 10:01:04
001,664449,005,377571,90190.37055655693,2024-04-13 00:01:04
002,828711,005,369990,82678.76429390446,2024-04-12 11:01:04
004,815995,002,822200,83842.82548047228,2024-04-14 09:01:04
002,825202,003,179958,107695.35794906232,2024-04-15 06:01:04
005,369290,004,814718,108004.56915550536,2024-04-12 13:01:04
001,664060,001,667906,31152.27306921881,2024-06-26 07:34:19
004,814257,003,176511,17518.782503966646,2024-10-16 12:29:20
005,376519,001,664777,8008.460388305649,2024-02-25 04:33:56
004,819646,001,666446,39726.31305559095,2024-10-02 16:21:28
002,825025,002,826308,31743.8606096744,2024-04-08 19:48:30
005,367914,004,820363,5584.392275051157,2024-09-18 20:13:45
005,372762,005,377507,30471.336289410418,2024-07-21 19:07:47
002,828042,003,172132,20734.06850642389,2024-09-18 20:28:13
002,820361,002,824212,38814.97194277726,2024-09-26 07:50:14
003,175735,004,814714,13519.589784659383,2024-05-23 11:54:27
004,818685,003,176165,1639.745019858694,2024-03-25 18:58:41
003,171304,003,180807,27775.2883512706,2024-07-20 02:01:03
003,180638,001,669595,36662.171235779024,2024-06-25 01:34:40
002,820239,005,371447,47748.65499492359,2024-05-23 13:07:13
003,180166,004,818123,6083.883503204285,2024-04-26 11:00:01
005,372706,002,822398,42321.74759026831,2024-01-30 04:24:37
002,824485,001,663018,6778.492486953931,2024-08-31 19:40:13
004,817592,005,372427,25338.900087329195,2024-12-10 16:36:58
004,816183,002,829440,30389.359525479074,2024-05-15 01:38:12
004,814122,002,825155,30389.359525479074,2024-03-04 09:00:51
003,179485,003,177363,30389.359525479074,2024-12-16 00:15:17
002,822681,001,668516,32413.753491085117,2024-10-21 10:09:23
004,812641,001,666880,34265.96897904314,2024-06-01 22:47:35
004,819150,001,667042,92789.76067189452,2024-07-14 04:45:43
002,824163,005,371762,94989.99344778708,2024-07-15 13:45:43
004,819719,002,828085,114895.00328828357,2024-07-13 23:45:43
003,178687,005,376439,105833.6621610967,2024-07-15 06:45:43
002,822298,003,175537,99799.8272576004,2024-07-15 14:45:43
001,667005,005,369742,114375.0930126149,2024-07-16 02:45:43
005,372119,001,664641,108864.52337190854,2024-07-15 20:45:43
003,174505,004,813066,2342.862565510733,2024-05-18 15:21:52
004,819173,002,825228,18909.82743832327,2024-03-18 00:48:48
003,180698,004,819168,20640.371026259345,2024-02-06 18:01:38
004,812135,004,817662,33909.55310044756,2024-12-27 13:07:55
001,667516,001,666135,27873.341943814063,2024-05-24 05:13:21
001,666791,005,377278,43349.84457204216,2024-05-09 12:11:43
002,820669,001,662230,34907.192232256755,2024-04-16 23:23:38
001,669713,005,373857,30485.285676388525,2024-12-16 08:55:32
001,662679,001,667751,30485.285676388525,2024-07-21 23:58:10
002,828712,002,820222,30485.285676388525,2024-07-25 01:22:26
001,663881,004,816891,10028.552723065242,2024-04-16 09:28:27
005,377897,003,174502,29834.22866037713,2024-06-13 11:48:16
005,372121,002,821064,33224.28430585575,2024-07-18 19:34:40
003,173817,004,814286,14003.306886252498,2024-02-15 15:38:33
005,371320,001,663040,46752.46614964633,2024-06-29 00:14:36
004,815382,003,174653,6370.474720020304,2024-07-17 08:28:31
002,828970,001,661948,17888.3132289829,2024-05-16 16:39:44
002,822084,002,827579,36699.987658130405,2024-08-16 04:20:38
003,174648,005,372948,2095.3105358078674,2024-02-17 19:22:23
003,171788,002,820152,43726.48296270916,2024-12-02 17:08:37
004,813252,002,827344,27077.09168794609,2024-02-27 22:04:02
005,371433,004,811014,14070.943528618896,2024-04-10 07:08:46
005,372286,002,825816,48801.146118181474,2024-07-30 23:11:25
001,662614,004,812663,32792.15579864457,2024-10-07 07:22:25
005,373190,004,817139,36849.64527421215,2024-08-01 20:27:58
005,375112,003,176029,2826.4402304869213,2024-04-13 18:32:40
002,825024,005,369574,43868.50722080733,2024-03-16 08:32:52
004,818285,001,669582,4249.420189490782,2024-09-11 15:07:34
003,173882,002,823114,14451.147387370513,2024-11-03 17:42:26
004,812884,001,669080,98990.37253525888,2024-03-02 09:19:49
003,178354,002,825192,105427.21786899702,2024-03-01 03:19:49
003,171402,003,171116,86103.23870292402,2024-03-01 17:19:49
002,821196,003,178976,101635.3339801542,2024-03-03 15:19:49
003,171406,003,171416,86578.84555817986,2024-03-03 09:19:49
004,814166,004,818764,83144.17742409046,2024-03-03 16:19:49
002,827945,002,825450,12939.545255187251,2024-10-14 02:56:35
004,813984,004,816445,6986.937078542423,2024-03-21 22:16:01
002,822131,005,370298,108289.34206792484,2024-11-10 20:14:34
002,828918,002,826360,114053.43880365916,2024-11-10 13:14:34
001,665307,004,811142,105143.75725101485,2024-11-11 04:14:34
002,821163,003,173669,93683.73150761696,2024-11-13 01:14:34
002,828306,002,828108,96079.74442811054,2024-11-11 00:14:34
001,667665,005,372988,93662.01396798193,2024-11-11 21:14:34
003,179255,003,174928,115400.45630945465,2024-11-10 22:14:34
004,815607,002,827784,107726.1935372002,2024-11-10 13:14:34
001,668769,004,810709,20991.355969398923,2024-05-05 12:56:09
001,662775,002,820594,4364.427062669722,2024-01-19 16:31:57
001,662350,003,178860,32990.34381855252,2024-04-30 17:11:57
004,817004,004,820143,42619.80429234722,2024-06-27 06:24:49
002,829825,003,174269,24808.444737799105,2024-10-15 15:07:03
002,828857,003,180063,49369.580211538094,2024-02-12 01:57:33
003,179305,001,667605,16399.527874857635,2024-12-19 04:33:54
001,669436,003,177514,16283.643197393982,2024-08-11 16:00:22
001,670896,003,170969,34213.1079460033,2024-09-13 05:35:46
004,811391,005,373447,13133.109829291509,2024-12-03 03:15:53
003,171817,002,821932,46187.7581985717,2024-05-17 19:24:55
002,822715,003,174664,30106.11204068194,2024-02-11 21:53:42
004,815541,001,667350,12538.10842605372,2024-03-26 12:36:11
003,171376,002,820516,29585.66958627785,2024-06-26 14:37:40
001,666469,003,176953,710.5129680291882,2024-12-05 07:20:57
003,176856,002,826353,23568.56828814931,2024-03-27 09:45:01
003,176378,003,171725,23827.50795182841,2024-06-18 03:09:16
003,178607,001,663072,35846.09957335758,2024-10-28 04:59:23
004,816104,004,811679,1943.9324515385736,2024-01-05 16:35:25
005,372396,004,817529,3331.9582248540078,2024-01-22 16:10:21
003,177626,003,175063,2397.9061475295102,2024-06-27 09:14:05
004,817103,005,371766,24331.45863612745,2024-01-03 03:50:01
002,827181,005,370622,6241.57875004608,2024-07-26 09:19:13
005,371106,004,811146,49433.05395139013,2024-12-25 23:23:16
001,668343,002,827415,16509.613441537014,2024-10-06 22:37:34
002,824065,005,371950,22647.023795253124,2024-11-13 12:39:13
003,171075,003,179125,15879.962168236689,2024-04-24 04:05:24
001,665282,002,826021,20748.989796809787,2024-03-16 19:41:13
005,369359,005,377015,43859.749489613,2024-10-17 02:46:17
001,662978,005,377010,33170.141630057464,2024-07-04 08:08:03
005,370222,004,815951,12748.71316787119,2024-01-03 17:24:30
003,178462,002,828757,30906.28406157753,2024-04-04 09:50:52
003,179652,003,176211,30906.28406157753,2024-04-26 11:58:56
004,812077,002,822357,31128.3456341565,2024-03-28 00:09:09
001,664729,001,669865,31128.3456341565,2024-10-16 16:08:22
002,826795,001,663089,31128.3456341565,2024-02-04 06:32:10
005,377901,001,670043,23031.144289059263,2024-08-27 19:24:46
002,823735,005,374738,21457.502479408515,2024-10-12 05:07:42
005,376726,002,827735,30051.18374924313,2024-03-17 12:31:12
004,815902,003,178216,11658.658544820528,2024-10-04 07:27:38
002,821023,004,819753,32826.60854432624,2024-09-26 00:06:43
004,811241,002,825467,16621.736138356548,2024-04-10 04:23:54
004,820538,002,826830,45207.8983350131,2024-08-04 08:19:21
004,816502,003,171214,16649.297562947242,2024-03-18 20:39:42
004,810901,003,177408,8948.298895430646,2024-01-04 00:47:40
002,820889,003,177246,83971.69544936332,2024-03-31 05:52:35
003,172837,002,829304,86646.10867742418,2024-03-29 15:52:35
001,665385,002,825227,84980.26241635547,2024-03-30 17:52:35
004,816896,002,821505,86941.01237204122,2024-03-29 17:52:35
003,178076,005,376143,101190.85418324923,2024-03-31 17:52:35
001,670178,004,816743,91669.74789552228,2024-03-29 20:52:35
005,377641,003,173618,111888.33264523649,2024-03-29 15:52:35
001,667841,004,811731,102594.55591920354,2024-03-31 18:52:35
004,811796,002,822478,34202.86866219785,2024-01-18 19:55:44
001,663438,005,370711,24362.023628327835,2024-11-15 19:18:05
003,172957,003,178605,21989.68639860075,2024-01-27 18:06:23
002,829572,003,176404,21844.9130009868,2024-05-01 20:09:57
004,812815,002,820307,31536.83729609007,2024-01-17 19:26:42
002,827383,001,665650,1605.2895727295547,2024-08-22 09:33:19
004,819336,004,811792,3244.7597386010566,2024-07-21 03:19:05
003,176207,003,177172,34776.647926430254,2024-02-16 09:26:39
004,817223,002,820336,19891.62342860904,2024-01-09 06:08:06
005,376609,001,670633,5575.693199332849,2024-12-30 16:09:51
004,820394,002,828982,13211.074083621786,2024-02-05 12:01:31
003,176940,005,371118,31222.79369822067,2024-02-08 06:46:37
003,180260,004,818438,31222.79369822067,2024-12-04 02:56:59
001,669149,001,669041,31222.79369822067,2024-11-08 07:47:09
004,813833,003,171382,14514.19742193974,2024-12-27 03:18:07
001,663734,002,820811,38681.91860279518,2024-07-22 01:08:35
002,828616,002,821844,43447.23595670402,2024-04-22 13:03:32
004,814393,002,828051,49558.30637131282,2024-11-14 09:29:07
005,370384,002,824492,3680.708855114289,2024-04-15 21:32:10
005,375847,002,822013,25592.627586471277,2024-01-28 08:36:42
002,826697,001,670295,43210.17057069044,2024-04-11 16:53:55
005,376986,001,669977,25666.83491772924,2024-05-22 21:21:04
004,819234,005,369631,32216.41395343792,2024-02-24 07:14:59
004,820126,001,665250,113869.74771559997,2024-12-08 04:08:09
005,369975,003,180153,110429.16671433327,2024-12-08 23:08:09
004,817895,004,814471,117662.39517578884,2024-12-06 17:08:09
003,180759,004,817792,90297.11560475016,2024-12-08 03:08:09
005,372369,001,665158,109860.49624329431,2024-12-07 07:08:09
002,823215,002,820870,119585.187917263,2024-12-08 16:08:09
005,375990,005,374600,30062.3118889004,2024-07-20 22:23:54
002,820359,003,177992,14515.932777560569,2024-12-28 07:06:02
004,811903,002,825268,30746.919785194357,2024-06-21 22:18:51
002,824579,004,817121,13096.166923674476,2024-03-28 03:10:00
004,812539,005,373506,27549.0415376923,2024-09-22 21:16:53
005,370161,005,368949,17128.939066018895,2024-02-12 19:09:27
002,828772,002,824870,46819.671009496975,2024-03-19 05:24:39
003,176175,002,828844,26655.771482012624,2024-09-18 01:41:22
002,828582,001,666883,16500.788081909774,2024-12-04 01:02:15
005,370530,004,812964,15538.183252739096,2024-06-08 00:49:47
001,661334,005,369250,6496.9425714277,2024-02-01 16:20:25
001,668445,003,171908,37306.33998207672,2024-06-08 13:44:49
002,828975,004,816807,1670.1923615582214,2024-02-24 03:06:28
001,670403,005,371351,29966.17725175268,2024-11-08 10:38:00
002,824598,005,371535,25622.90920448185,2024-08-15 23:27:42
005,374339,004,814314,9475.02088419951,2024-08-03 06:47:43
002,828825,003,180109,39731.08936152349,2024-07-04 12:37:01
003,173128,005,369633,1214.5134238044984,2024-12-07 18:53:17
001,661132,003,175911,1567.6639321369491,2024-10-31 07:29:16
001,661348,004,811774,32762.89405820581,2024-04-10 02:37:28
001,663955,002,825156,20891.03789567085,2024-03-20 20:09:04
004,815430,004,812379,49209.45827802986,2024-10-13 12:15:19
003,177976,001,668416,37832.98281655348,2024-09-19 03:55:14
003,173133,003,170906,113751.6983455446,2024-01-07 00:25:39
005,373753,004,811435,105465.48091486222,2024-01-07 17:25:39
002,829998,003,179040,104030.04185218488,2024-01-07 07:25:39
004,816600,002,822307,103999.64041166138,2024-01-09 09:25:39
005,373091,003,175982,84385.75086189495,2024-01-08 08:25:39
001,671010,003,179116,102728.02164950118,2024-01-07 10:25:39
002,825474,002,827961,87703.9251677128,2024-01-08 18:25:39
003,171112,002,821789,85157.76464964171,2024-01-07 16:25:39
005,376643,002,825298,37283.3488137824,2024-04-02 11:23:04
002,823113,003,177196,13098.483662079469,2024-10-09 10:47:27
004,810723,003,178301,21223.23506583712,2024-02-12 01:06:08
003,173216,003,174168,26109.856971744688,2024-06-28 22:47:58
005,373273,003,171278,36743.46897611839,2024-11-06 03:11:32
002,821016,005,368928,36066.087072412985,2024-09-20 03:33:54
003,179976,004,812707,45863.985131962494,2024-04-07 12:46:40
005,377657,001,663916,46384.31294768384,2024-12-02 06:16:00
005,377809,001,666617,5668.81789912509,2024-04-08 16:58:23
005,368201,001,668452,28265.049641421974,2024-03-08 18:07:54
001,670032,005,368888,15121.112276037516,2024-10-22 02:17:21
001,666679,003,179456,28735.57132917948,2024-01-15 18:49:22
001,665170,003,180123,30292.433220620023,2024-07-20 22:38:33
002,826082,005,377407,30292.433220620023,2024-11-28 04:11:44
004,819758,002,825698,30292.433220620023,2024-10-03 02:12:56
005,371404,003,176109,48755.152291029706,2024-07-26 05:52:31
001,670742,003,179326,48581.18942693209,2024-10-10 19:04:44
004,815015,003,174583,34457.27334622027,2024-01-15 14:42:36
003,174853,001,668391,30746.85344956845,2024-11-13 19:42:13
002,823783,003,180117,43035.05419487275,2024-01-27 01:43:15
002,826376,003,178612,9025.405369024053,2024-12-20 06:34:02
004,811070,004,820521,43499.49816497016,2024-10-15 23:00:54
002,825192,003,178947,2760.1022437458814,2024-11-09 23:42:51
001,662286,003,175251,47884.160766820256,2024-05-18 11:46:49
002,822873,001,664427,24352.18331791437,2024-07-27 09:36:07
004,820044,002,825102,29144.06662541337,2024-03-13 17:26:04
001,669944,001,667618,557.879582464277,2024-07-20 16:40:44
001,661615,005,376569,38096.29774224625,2024-03-10 05:39:45
005,367946,001,663254,25432.64396685281,2024-01-05 02:36:30
001,663606,001,668557,22793.10136128101,2024-08-31 18:35:42
001,667122,003,178196,7648.426605709417,2024-03-20 23:54:36
001,669215,004,817677,21312.463642247945,2024-12-01 03:47:37
001,669898,001,667535,4263.026135608116,2024-10-06 07:50:44
003,176373,001,665264,2747.7932718533066,2024-05-10 11:43:42
005,371830,003,180244,25258.04613829001,2024-05-16 08:28:27
005,374783,002,829681,9780.047417094082,2024-11-07 13:03:58
005,374427,001,666000,20984.64026607835,2024-04-18 06:08:25
001,668277,005,372104,32105.52158656624,2024-07-12 01:02:14
001,661776,004,816430,7523.580585467761,2024-11-14 23:59:54
003,176228,005,372322,44631.06912492605,2024-03-20 14:39:04
004,818937,002,827011,30519.320699046933,2024-11-11 05:52:53
005,370809,002,824676,30519.320699046933,2024-07-05 04:15:17
003,178272,004,813152,30519.320699046933,2024-01-07 20:29:18
004,815210,003,179882,30205.58338437256,2024-08-22 22:04:36
001,670693,002,823354,10884.55258996335,2024-06-08 18:54:34
004,819725,001,663583,15512.95514145873,2024-10-02 10:06:58
005,377159,005,369133,4093.168852857201,2024-11-04 19:48:14
002,822488,004,816050,33670.34049389613,2024-03-17 08:01:17
004,820103,004,815130,40294.94614306821,2024-07-18 09:47:55
004,819078,003,177877,43952.69439219179,2024-04-18 04:43:36
004,810815,001,670408,18974.89917346723,2024-12-28 21:09:16
003,171245,005,377885,31144.40968497588,2024-10-21 20:13:39
002,823066,005,370525,31144.40968497588,2024-07-08 10:54:54
005,371614,002,828573,31144.40968497588,2024-02-20 08:20:44
005,375680,005,371208,36164.90060194979,2024-05-09 06:31:13
004,819632,005,375099,17664.89968751052,2024-08-01 01:03:15
004,820560,002,821346,31028.53001254973,2024-10-10 13:30:17
002,826612,004,816818,31028.53001254973,2024-05-24 15:32:15
004,819882,001,667105,31028.53001254973,2024-09-28 02:22:20
003,173594,004,818154,13867.91030712788,2024-07-04 15:23:16
003,177344,003,179809,26133.92696082823,2024-11-24 16:14:41
005,373367,002,828680,48044.85080982082,2024-08-03 21:49:02
004,815907,003,173793,34819.07823811869,2024-12-21 05:03:21
002,829228,005,374897,29251.85908745515,2024-08-22 02:13:47
005,377094,002,825682,47850.66851078432,2024-01-14 12:56:49
004,814970,004,810893,35618.575777893326,2024-10-20 04:56:53
002,824795,005,375368,46914.5568308334,2024-09-12 21:46:50
